,date,open,high,low,close
1276,2016-10-28,683.37,683.37,683.37,683.37
1277,2016-10-29,687.56,687.56,687.56,687.56
1278,2016-10-30,715.41,715.41,715.41,715.41
1279,2016-10-31,697.28,697.28,697.28,697.28
1280,2016-11-01,698.58,698.58,698.58,698.58
1281,2016-11-02,729.21,729.21,729.21,729.21
1282,2016-11-03,734.16,734.16,734.16,734.16
1283,2016-11-04,686.06,686.06,686.06,686.06
1284,2016-11-05,702.11,702.11,702.11,702.11
1285,2016-11-06,704.02,704.02,704.02,704.02
1286,2016-11-07,712.13,712.13,712.13,712.13
1287,2016-11-08,706.09,706.09,706.09,706.09
1288,2016-11-09,708.94,708.94,708.94,708.94
1289,2016-11-10,721.18,721.18,721.18,721.18
1290,2016-11-11,713.21,713.21,713.21,713.21
1291,2016-11-12,715.64,715.64,715.64,715.64
1292,2016-11-13,703.76,703.76,703.76,703.76
1293,2016-11-14,702.35,702.35,702.35,702.35
1294,2016-11-15,705.55,705.55,705.55,705.55
1295,2016-11-16,712.16,712.16,712.16,712.16
1296,2016-11-17,740.9,740.9,740.9,740.9
1297,2016-11-18,738.48,738.48,738.48,738.48
1298,2016-11-19,748.43,748.43,748.43,748.43
1299,2016-11-20,750.41,750.41,750.41,750.41
1300,2016-11-21,728.37,728.37,728.37,728.37
1301,2016-11-22,736.5,736.5,736.5,736.5
1302,2016-11-23,748.12,748.12,748.12,748.12
1303,2016-11-24,741.17,741.17,741.17,741.17
1304,2016-11-25,736.75,736.75,736.75,736.75
1305,2016-11-26,738.2,738.2,738.2,738.2
1306,2016-11-27,732.73,732.73,732.73,732.73
1307,2016-11-28,727.76,727.76,727.76,727.76
1308,2016-11-29,731.84,731.84,731.84,731.84
1309,2016-11-30,731.81,731.81,731.81,731.81
1310,2016-12-01,742.36,742.36,742.36,742.36
1311,2016-12-02,753.06,753.06,753.06,753.06
1312,2016-12-03,771.17,771.17,771.17,771.17
1313,2016-12-04,764.83,764.83,764.83,764.83
1314,2016-12-05,766.37,766.37,766.37,766.37
1315,2016-12-06,752.24,752.24,752.24,752.24
1316,2016-12-07,758.69,758.69,758.69,758.69
1317,2016-12-08,763.91,763.91,763.91,763.91
1318,2016-12-09,768.67,768.67,768.67,768.67
1319,2016-12-10,769.84,769.84,769.84,769.84
1320,2016-12-11,773.13,773.13,773.13,773.13
1321,2016-12-12,768.23,768.23,768.23,768.23
1322,2016-12-13,778.43,778.43,778.43,778.43
1323,2016-12-14,778.22,778.22,778.22,778.22
1324,2016-12-15,775.89,775.89,775.89,775.89
1325,2016-12-16,775.57,775.57,775.57,775.57
1326,2016-12-17,781.34,781.34,781.34,781.34
1327,2016-12-18,788.88,788.88,788.88,788.88
1328,2016-12-19,788.44,788.44,788.44,788.44
1329,2016-12-20,790.12,790.12,790.12,790.12
1330,2016-12-21,799.72,799.72,799.72,799.72
1331,2016-12-22,826.62,826.62,826.62,826.62
1332,2016-12-23,859.37,859.37,859.37,859.37
1333,2016-12-24,917.1,917.1,917.1,917.1
1334,2016-12-25,891.68,891.68,891.68,891.68
1335,2016-12-26,894.34,894.34,894.34,894.34
1336,2016-12-27,902.61,902.61,902.61,902.61
1337,2016-12-28,929.12,929.12,929.12,929.12
1338,2016-12-29,977.14,977.14,977.14,977.14
1339,2016-12-30,971.72,971.72,971.72,971.72
1340,2016-12-31,960.93,960.93,960.93,960.93
1341,2017-01-01,966.57,966.57,966.57,966.57
1342,2017-01-02,998.05,998.05,998.05,998.05
1343,2017-01-03,1019.2,1019.2,1019.2,1019.2
1344,2017-01-04,1035.53,1035.53,1035.53,1035.53
1345,2017-01-05,1130.85,1130.85,1130.85,1130.85
1346,2017-01-06,990.67,990.67,990.67,990.67
1347,2017-01-07,894.03,894.03,894.03,894.03
1348,2017-01-08,900.08,900.08,900.08,900.08
1349,2017-01-09,908.09,908.09,908.09,908.09
1350,2017-01-10,901.88,901.88,901.88,901.88
1351,2017-01-11,905.76,905.76,905.76,905.76
1352,2017-01-12,784.28,784.28,784.28,784.28
1353,2017-01-13,799.43,799.43,799.43,799.43
1354,2017-01-14,824.5,824.5,824.5,824.5
1355,2017-01-15,817.83,817.83,817.83,817.83
1356,2017-01-16,821.91,821.91,821.91,821.91
1357,2017-01-17,828.31,828.31,828.31,828.31
1358,2017-01-18,904.15,904.15,904.15,904.15
1359,2017-01-19,873.93,873.93,873.93,873.93
1360,2017-01-20,896.89,896.89,896.89,896.89
1361,2017-01-21,891.46,891.46,891.46,891.46
1362,2017-01-22,919.68,919.68,919.68,919.68
1363,2017-01-23,918.78,918.78,918.78,918.78
1364,2017-01-24,918.91,918.91,918.91,918.91
1365,2017-01-25,885.79,885.79,885.79,885.79
1366,2017-01-26,893.47,893.47,893.47,893.47
1367,2017-01-27,915.36,915.36,915.36,915.36
1368,2017-01-28,918.29,918.29,918.29,918.29
1369,2017-01-29,920.25,920.25,920.25,920.25
1370,2017-01-30,914.14,914.14,914.14,914.14
1371,2017-01-31,920.99,920.99,920.99,920.99
1372,2017-02-01,968.27,968.27,968.27,968.27
1373,2017-02-02,986.57,986.57,986.57,986.57
1374,2017-02-03,1008.4,1008.4,1008.4,1008.4
1375,2017-02-04,1015.44,1015.44,1015.44,1015.44
1376,2017-02-05,1033.63,1033.63,1033.63,1033.63
1377,2017-02-06,1016.93,1016.93,1016.93,1016.93
1378,2017-02-07,1024.51,1024.51,1024.51,1024.51
1379,2017-02-08,1051.5,1051.5,1051.5,1051.5
1380,2017-02-09,1055.3,1055.3,1055.3,1055.3
1381,2017-02-10,981.71,981.71,981.71,981.71
1382,2017-02-11,992.11,992.11,992.11,992.11
1383,2017-02-12,1010.95,1010.95,1010.95,1010.95
1384,2017-02-13,1000.52,1000.52,1000.52,1000.52
1385,2017-02-14,996.1,996.1,996.1,996.1
1386,2017-02-15,1010.1,1010.1,1010.1,1010.1
1387,2017-02-16,1008.88,1008.88,1008.88,1008.88
1388,2017-02-17,1034.9,1034.9,1034.9,1034.9
1389,2017-02-18,1056.56,1056.56,1056.56,1056.56
1390,2017-02-19,1058.58,1058.58,1058.58,1058.58
1391,2017-02-20,1053.5,1053.5,1053.5,1053.5
1392,2017-02-21,1082.02,1082.02,1082.02,1082.02
1393,2017-02-22,1125.41,1125.41,1125.41,1125.41
1394,2017-02-23,1123.3,1123.3,1123.3,1123.3
1395,2017-02-24,1185.65,1185.65,1185.65,1185.65
1396,2017-02-25,1180.87,1180.87,1180.87,1180.87
1397,2017-02-26,1149.4,1149.4,1149.4,1149.4
1398,2017-02-27,1180.67,1180.67,1180.67,1180.67
1399,2017-02-28,1193.13,1193.13,1193.13,1193.13
1400,2017-03-01,1190.33,1190.33,1190.33,1190.33
1401,2017-03-02,1227.48,1227.48,1227.48,1227.48
1402,2017-03-03,1262.08,1262.08,1262.08,1262.08
1403,2017-03-04,1289.54,1289.54,1289.54,1289.54
1404,2017-03-05,1268.81,1268.81,1268.81,1268.81
1405,2017-03-06,1276.23,1276.23,1276.23,1276.23
1406,2017-03-07,1280.99,1280.99,1280.99,1280.99
1407,2017-03-08,1233.06,1233.06,1233.06,1233.06
1408,2017-03-09,1149.63,1149.63,1149.63,1149.63
1409,2017-03-10,1191.24,1191.24,1191.24,1191.24
1410,2017-03-11,1100.01,1100.01,1100.01,1100.01
1411,2017-03-12,1181.2,1181.2,1181.2,1181.2
1412,2017-03-13,1230.56,1230.56,1230.56,1230.56
1413,2017-03-14,1243.26,1243.26,1243.26,1243.26
1414,2017-03-15,1246.56,1246.56,1246.56,1246.56
1415,2017-03-16,1258.46,1258.46,1258.46,1258.46
1416,2017-03-17,1217.31,1217.31,1217.31,1217.31
1417,2017-03-18,1074.09,1074.09,1074.09,1074.09
1418,2017-03-19,961.96,961.96,961.96,961.96
1419,2017-03-20,1023.49,1023.49,1023.49,1023.49
1420,2017-03-21,1036.33,1036.33,1036.33,1036.33
1421,2017-03-22,1112.7,1112.7,1112.7,1112.7
1422,2017-03-23,1039.84,1039.84,1039.84,1039.84
1423,2017-03-24,1029.14,1029.14,1029.14,1029.14
1424,2017-03-25,940.02,940.02,940.02,940.02
1425,2017-03-26,965.27,965.27,965.27,965.27
1426,2017-03-27,954.48,954.48,954.48,954.48
1427,2017-03-28,1042.61,1042.61,1042.61,1042.61
1428,2017-03-29,1044.72,1044.72,1044.72,1044.72
1429,2017-03-30,1038.62,1038.62,1038.62,1038.62
1430,2017-03-31,1031.49,1031.49,1031.49,1031.49
1431,2017-04-01,1078.27,1078.27,1078.27,1078.27
1432,2017-04-02,1085.25,1085.25,1085.25,1085.25
1433,2017-04-03,1098.07,1098.07,1098.07,1098.07
1434,2017-04-04,1139.31,1139.31,1139.31,1139.31
1435,2017-04-05,1140.5,1140.5,1140.5,1140.5
1436,2017-04-06,1132.34,1132.34,1132.34,1132.34
1437,2017-04-07,1194.21,1194.21,1194.21,1194.21
1438,2017-04-08,1189.78,1189.78,1189.78,1189.78
1439,2017-04-09,1182.27,1182.27,1182.27,1182.27
1440,2017-04-10,1187.7,1187.7,1187.7,1187.7
1441,2017-04-11,1210.52,1210.52,1210.52,1210.52
1442,2017-04-12,1226.62,1226.62,1226.62,1226.62
1443,2017-04-13,1218.3,1218.3,1218.3,1218.3
1444,2017-04-14,1174.21,1174.21,1174.21,1174.21
1445,2017-04-15,1183.69,1183.69,1183.69,1183.69
1446,2017-04-16,1180.32,1180.32,1180.32,1180.32
1447,2017-04-17,1186.31,1186.31,1186.31,1186.31
1448,2017-04-18,1205.14,1205.14,1205.14,1205.14
1449,2017-04-19,1217.58,1217.58,1217.58,1217.58
1450,2017-04-20,1225.72,1225.72,1225.72,1225.72
1451,2017-04-21,1253.9,1253.9,1253.9,1253.9
1452,2017-04-22,1254.99,1254.99,1254.99,1254.99
1453,2017-04-23,1249.67,1249.67,1249.67,1249.67
1454,2017-04-24,1247.84,1247.84,1247.84,1247.84
1455,2017-04-25,1249.96,1249.96,1249.96,1249.96
1456,2017-04-26,1263.05,1263.05,1263.05,1263.05
1457,2017-04-27,1287.32,1287.32,1287.32,1287.32
1458,2017-04-28,1331.31,1331.31,1331.31,1331.31
1459,2017-04-29,1321.21,1321.21,1321.21,1321.21
1460,2017-04-30,1327.69,1327.69,1327.69,1327.69
1461,2017-05-01,1349.89,1349.89,1349.89,1349.89
1462,2017-05-02,1408.45,1408.45,1408.45,1408.45
1463,2017-05-03,1442.25,1442.25,1442.25,1442.25
1464,2017-05-04,1485.82,1485.82,1485.82,1485.82
1465,2017-05-05,1499.36,1499.36,1499.36,1499.36
1466,2017-05-06,1506.04,1506.04,1506.04,1506.04
1467,2017-05-07,1547.82,1547.82,1547.82,1547.82
1468,2017-05-08,1557.88,1557.88,1557.88,1557.88
1469,2017-05-09,1633.38,1633.38,1633.38,1633.38
1470,2017-05-10,1700.18,1700.18,1700.18,1700.18
1471,2017-05-11,1747.32,1747.32,1747.32,1747.32
1472,2017-05-12,1808.78,1808.78,1808.78,1808.78
1473,2017-05-13,1700.77,1700.77,1700.77,1700.77
1474,2017-05-14,1751.73,1751.73,1751.73,1751.73
1475,2017-05-15,1767.71,1767.71,1767.71,1767.71
1476,2017-05-16,1696.13,1696.13,1696.13,1696.13
1477,2017-05-17,1716.32,1716.32,1716.32,1716.32
1478,2017-05-18,1804.45,1804.45,1804.45,1804.45
1479,2017-05-19,1889.41,1889.41,1889.41,1889.41
1480,2017-05-20,1972.9,1972.9,1972.9,1972.9
1481,2017-05-21,2043.42,2043.42,2043.42,2043.42
1482,2017-05-22,2053.88,2053.88,2053.88,2053.88
1483,2017-05-23,2109.4,2109.4,2109.4,2109.4
1484,2017-05-24,2292.7,2292.7,2292.7,2292.7
1485,2017-05-25,2448.13,2448.13,2448.13,2448.13
1486,2017-05-26,2366.97,2366.97,2366.97,2366.97
1487,2017-05-27,2262.36,2262.36,2262.36,2262.36
1488,2017-05-28,2082.85,2082.85,2082.85,2082.85
1489,2017-05-29,2219.49,2219.49,2219.49,2219.49
1490,2017-05-30,2286.27,2286.27,2286.27,2286.27
1491,2017-05-31,2167.64,2167.64,2167.64,2167.64
1492,2017-06-01,2329.08,2329.08,2329.08,2329.08
1493,2017-06-02,2436.04,2436.04,2436.04,2436.04
1494,2017-06-03,2514.23,2514.23,2514.23,2514.23
1495,2017-06-04,2562.54,2562.54,2562.54,2562.54
1496,2017-06-05,2556.41,2556.41,2556.41,2556.41
1497,2017-06-06,2721.55,2721.55,2721.55,2721.55
1498,2017-06-07,2903.44,2903.44,2903.44,2903.44
1499,2017-06-08,2716.06,2716.06,2716.06,2716.06
1500,2017-06-09,2824.2,2824.2,2824.2,2824.2
1501,2017-06-10,2817.06,2817.06,2817.06,2817.06
1502,2017-06-11,2937.45,2937.45,2937.45,2937.45
1503,2017-06-12,3013.71,3013.71,3013.71,3013.71
1504,2017-06-13,2701.26,2701.26,2701.26,2701.26
1505,2017-06-14,2736.19,2736.19,2736.19,2736.19
1506,2017-06-15,2503.4,2503.4,2503.4,2503.4
1507,2017-06-16,2444.49,2444.49,2444.49,2444.49
1508,2017-06-17,2513.81,2513.81,2513.81,2513.81
1509,2017-06-18,2683.57,2683.57,2683.57,2683.57
1510,2017-06-19,2577.22,2577.22,2577.22,2577.22
1511,2017-06-20,2620.14,2620.14,2620.14,2620.14
1512,2017-06-21,2777.79,2777.79,2777.79,2777.79
1513,2017-06-22,2717.0,2717.0,2717.0,2717.0
1514,2017-06-23,2724.91,2724.91,2724.91,2724.91
1515,2017-06-24,2737.75,2737.75,2737.75,2737.75
1516,2017-06-25,2618.42,2618.42,2618.42,2618.42
1517,2017-06-26,2606.86,2606.86,2606.86,2606.86
1518,2017-06-27,2488.19,2488.19,2488.19,2488.19
1519,2017-06-28,2531.35,2531.35,2531.35,2531.35
1520,2017-06-29,2575.44,2575.44,2575.44,2575.44
1521,2017-06-30,2561.68,2561.68,2561.68,2561.68
1522,2017-07-01,2490.75,2490.75,2490.75,2490.75
1523,2017-07-02,2439.82,2439.82,2439.82,2439.82
1524,2017-07-03,2518.55,2518.55,2518.55,2518.55
1525,2017-07-04,2576.71,2576.71,2576.71,2576.71
1526,2017-07-05,2611.0,2611.0,2611.0,2611.0
1527,2017-07-06,2607.22,2607.22,2607.22,2607.22
1528,2017-07-07,2612.67,2612.67,2612.67,2612.67
1529,2017-07-08,2509.22,2509.22,2509.22,2509.22
1530,2017-07-09,2563.2,2563.2,2563.2,2563.2
1531,2017-07-10,2519.22,2519.22,2519.22,2519.22
1532,2017-07-11,2363.52,2363.52,2363.52,2363.52
1533,2017-07-12,2353.91,2353.91,2353.91,2353.91
1534,2017-07-13,2387.33,2387.33,2387.33,2387.33
1535,2017-07-14,2364.32,2364.32,2364.32,2364.32
1536,2017-07-15,2228.73,2228.73,2228.73,2228.73
1537,2017-07-16,2033.29,2033.29,2033.29,2033.29
1538,2017-07-17,1927.1,1927.1,1927.1,1927.1
1539,2017-07-18,2181.29,2181.29,2181.29,2181.29
1540,2017-07-19,2303.89,2303.89,2303.89,2303.89
1541,2017-07-20,2274.62,2274.62,2274.62,2274.62
1542,2017-07-21,2766.83,2766.83,2766.83,2766.83
1543,2017-07-22,2658.07,2658.07,2658.07,2658.07
1544,2017-07-23,2802.35,2802.35,2802.35,2802.35
1545,2017-07-24,2731.6,2731.6,2731.6,2731.6
1546,2017-07-25,2751.35,2751.35,2751.35,2751.35
1547,2017-07-26,2563.75,2563.75,2563.75,2563.75
1548,2017-07-27,2507.39,2507.39,2507.39,2507.39
1549,2017-07-28,2649.44,2649.44,2649.44,2649.44
1550,2017-07-29,2798.83,2798.83,2798.83,2798.83
1551,2017-07-30,2720.1,2720.1,2720.1,2720.1
1552,2017-07-31,2740.32,2740.32,2740.32,2740.32
1553,2017-08-01,2871.37,2871.37,2871.37,2871.37
1554,2017-08-02,2737.76,2737.76,2737.76,2737.76
1555,2017-08-03,2697.85,2697.85,2697.85,2697.85
1556,2017-08-04,2777.37,2777.37,2777.37,2777.37
1557,2017-08-05,2845.9,2845.9,2845.9,2845.9
1558,2017-08-06,3237.07,3237.07,3237.07,3237.07
1559,2017-08-07,3189.73,3189.73,3189.73,3189.73
1560,2017-08-08,3356.71,3356.71,3356.71,3356.71
1561,2017-08-09,3410.45,3410.45,3410.45,3410.45
1562,2017-08-10,3330.9,3330.9,3330.9,3330.9
1563,2017-08-11,3367.91,3367.91,3367.91,3367.91
1564,2017-08-12,3562.59,3562.59,3562.59,3562.59
1565,2017-08-13,3800.14,3800.14,3800.14,3800.14
1566,2017-08-14,4023.25,4023.25,4023.25,4023.25
1567,2017-08-15,4175.7,4175.7,4175.7,4175.7
1568,2017-08-16,4149.31,4149.31,4149.31,4149.31
1569,2017-08-17,4262.56,4262.56,4262.56,4262.56
1570,2017-08-18,4286.92,4286.92,4286.92,4286.92
1571,2017-08-19,4097.69,4097.69,4097.69,4097.69
1572,2017-08-20,4115.21,4115.21,4115.21,4115.21
1573,2017-08-21,4001.23,4001.23,4001.23,4001.23
1574,2017-08-22,3935.23,3935.23,3935.23,3935.23
1575,2017-08-23,4008.42,4008.42,4008.42,4008.42
1576,2017-08-24,4069.08,4069.08,4069.08,4069.08
1577,2017-08-25,4167.29,4167.29,4167.29,4167.29
1578,2017-08-26,4199.89,4199.89,4199.89,4199.89
1579,2017-08-27,4123.51,4123.51,4123.51,4123.51
1580,2017-08-28,4116.47,4116.47,4116.47,4116.47
1581,2017-08-29,4216.24,4216.24,4216.24,4216.24
1582,2017-08-30,4394.06,4394.06,4394.06,4394.06
1583,2017-08-31,4553.81,4553.81,4553.81,4553.81
1584,2017-09-01,4702.94,4702.94,4702.94,4702.94
1585,2017-09-02,4863.19,4863.19,4863.19,4863.19
1586,2017-09-03,4556.6,4556.6,4556.6,4556.6
1587,2017-09-04,4632.46,4632.46,4632.46,4632.46
1588,2017-09-05,4317.19,4317.19,4317.19,4317.19
1589,2017-09-06,4447.88,4447.88,4447.88,4447.88
1590,2017-09-07,4592.25,4592.25,4592.25,4592.25
1591,2017-09-08,4584.82,4584.82,4584.82,4584.82
1592,2017-09-09,4285.21,4285.21,4285.21,4285.21
1593,2017-09-10,4245.61,4245.61,4245.61,4245.61
1594,2017-09-11,4132.66,4132.66,4132.66,4132.66
1595,2017-09-12,4164.98,4164.98,4164.98,4164.98
1596,2017-09-13,4130.96,4130.96,4130.96,4130.96
1597,2017-09-14,3883.65,3883.65,3883.65,3883.65
1598,2017-09-15,3100.67,3100.67,3100.67,3100.67
1599,2017-09-16,3587.94,3587.94,3587.94,3587.94
1600,2017-09-17,3606.28,3606.28,3606.28,3606.28
1601,2017-09-18,3553.43,3553.43,3553.43,3553.43
1602,2017-09-19,4012.29,4012.29,4012.29,4012.29
1603,2017-09-20,3898.93,3898.93,3898.93,3898.93
1604,2017-09-21,3858.02,3858.02,3858.02,3858.02
1605,2017-09-22,3628.06,3628.06,3628.06,3628.06
1606,2017-09-23,3622.18,3622.18,3622.18,3622.18
1607,2017-09-24,3763.41,3763.41,3763.41,3763.41
1608,2017-09-25,3672.31,3672.31,3672.31,3672.31
1609,2017-09-26,3866.71,3866.71,3866.71,3866.71
1610,2017-09-27,3852.94,3852.94,3852.94,3852.94
1611,2017-09-28,4134.21,4134.21,4134.21,4134.21
1612,2017-09-29,4134.88,4134.88,4134.88,4134.88
1613,2017-09-30,4130.42,4130.42,4130.42,4130.42
1614,2017-10-01,4297.79,4297.79,4297.79,4297.79
1615,2017-10-02,4347.58,4347.58,4347.58,4347.58
1616,2017-10-03,4383.33,4383.33,4383.33,4383.33
1617,2017-10-04,4319.07,4319.07,4319.07,4319.07
1618,2017-10-05,4231.46,4231.46,4231.46,4231.46
1619,2017-10-06,4290.38,4290.38,4290.38,4290.38
1620,2017-10-07,4347.55,4347.55,4347.55,4347.55
1621,2017-10-08,4405.02,4405.02,4405.02,4405.02
1622,2017-10-09,4562.32,4562.32,4562.32,4562.32
1623,2017-10-10,4758.72,4758.72,4758.72,4758.72
1624,2017-10-11,4769.48,4769.48,4769.48,4769.48
1625,2017-10-12,4807.93,4807.93,4807.93,4807.93
1626,2017-10-13,5331.62,5331.62,5331.62,5331.62
1627,2017-10-14,5610.49,5610.49,5610.49,5610.49
1628,2017-10-15,5679.22,5679.22,5679.22,5679.22
1629,2017-10-16,5684.05,5684.05,5684.05,5684.05
1630,2017-10-17,5728.93,5728.93,5728.93,5728.93
1631,2017-10-18,5643.86,5643.86,5643.86,5643.86
1632,2017-10-19,5592.78,5592.78,5592.78,5592.78
1633,2017-10-20,5696.38,5696.38,5696.38,5696.38
1634,2017-10-21,5952.77,5952.77,5952.77,5952.77
1635,2017-10-22,6043.97,6043.97,6043.97,6043.97
1636,2017-10-23,6003.46,6003.46,6003.46,6003.46
1637,2017-10-24,5959.98,5959.98,5959.98,5959.98
1638,2017-10-25,5550.08,5550.08,5550.08,5550.08
1639,2017-10-26,5704.87,5704.87,5704.87,5704.87
1640,2017-10-27,5883.05,5883.05,5883.05,5883.05
1641,2017-10-28,5775.52,5775.52,5775.52,5775.52
1642,2017-10-29,5734.31,5734.31,5734.31,5734.31
1643,2017-10-30,6123.55,6123.55,6123.55,6123.55
1644,2017-10-31,6104.39,6104.39,6104.39,6104.39
1645,2017-11-01,6368.65,6368.65,6368.65,6368.65
1646,2017-11-02,6714.79,6714.79,6714.79,6714.79
1647,2017-11-03,7059.79,7059.79,7059.79,7059.79
1648,2017-11-04,7234.74,7234.74,7234.74,7234.74
1649,2017-11-05,7390.54,7390.54,7390.54,7390.54
1650,2017-11-06,7416.27,7416.27,7416.27,7416.27
1651,2017-11-07,7103.05,7103.05,7103.05,7103.05
1652,2017-11-08,7166.74,7166.74,7166.74,7166.74
1653,2017-11-09,7461.82,7461.82,7461.82,7461.82
1654,2017-11-10,7186.29,7186.29,7186.29,7186.29
1655,2017-11-11,6656.84,6656.84,6656.84,6656.84
1656,2017-11-12,6365.4,6365.4,6365.4,6365.4
1657,2017-11-13,5866.51,5866.51,5866.51,5866.51
1658,2017-11-14,6423.09,6423.09,6423.09,6423.09
1659,2017-11-15,6652.22,6652.22,6652.22,6652.22
1660,2017-11-16,7297.67,7297.67,7297.67,7297.67
1661,2017-11-17,7814.94,7814.94,7814.94,7814.94
1662,2017-11-18,7783.54,7783.54,7783.54,7783.54
1663,2017-11-19,7827.63,7827.63,7827.63,7827.63
1664,2017-11-20,8011.15,8011.15,8011.15,8011.15
1665,2017-11-21,8220.51,8220.51,8220.51,8220.51
1666,2017-11-22,8114.13,8114.13,8114.13,8114.13
1667,2017-11-23,8257.12,8257.12,8257.12,8257.12
1668,2017-11-24,8117.66,8117.66,8117.66,8117.66
1669,2017-11-25,8278.13,8278.13,8278.13,8278.13
1670,2017-11-26,8743.16,8743.16,8743.16,8743.16
1671,2017-11-27,9342.99,9342.99,9342.99,9342.99
1672,2017-11-28,9831.4,9831.4,9831.4,9831.4
1673,2017-11-29,10257.07,10257.07,10257.07,10257.07
1674,2017-11-30,9875.89,9875.89,9875.89,9875.89
1675,2017-12-01,10406.19,10406.19,10406.19,10406.19
1676,2017-12-02,10995.72,10995.72,10995.72,10995.72
1677,2017-12-03,11162.55,11162.55,11162.55,11162.55
1678,2017-12-04,11256.7,11256.7,11256.7,11256.7
1679,2017-12-05,11634.98,11634.98,11634.98,11634.98
1680,2017-12-06,12174.25,12174.25,12174.25,12174.25
1681,2017-12-07,13876.47,13876.47,13876.47,13876.47
1682,2017-12-08,18491.18,18491.18,18491.18,18491.18
1683,2017-12-09,16908.0,16908.0,16908.0,16908.0
1684,2017-12-10,15266.43,15266.43,15266.43,15266.43
1685,2017-12-11,15808.51,15808.51,15808.51,15808.51
1686,2017-12-12,17106.51,17106.51,17106.51,17106.51
1687,2017-12-13,17249.92,17249.92,17249.92,17249.92
1688,2017-12-14,16525.04,16525.04,16525.04,16525.04
1689,2017-12-15,16865.36,16865.36,16865.36,16865.36
1690,2017-12-16,17978.63,17978.63,17978.63,17978.63
1691,2017-12-17,19665.39,19665.39,19665.39,19665.39
1692,2017-12-18,19423.58,19423.58,19423.58,19423.58
1693,2017-12-19,19188.05,19188.05,19188.05,19188.05
1694,2017-12-20,18174.19,18174.19,18174.19,18174.19
1695,2017-12-21,17059.89,17059.89,17059.89,17059.89
1696,2017-12-22,16355.24,16355.24,16355.24,16355.24
1697,2017-12-23,14084.82,14084.82,14084.82,14084.82
1698,2017-12-24,15241.92,15241.92,15241.92,15241.92
1699,2017-12-25,14451.11,14451.11,14451.11,14451.11
1700,2017-12-26,14302.75,14302.75,14302.75,14302.75
1701,2017-12-27,16616.68,16616.68,16616.68,16616.68
1702,2017-12-28,16373.08,16373.08,16373.08,16373.08
1703,2017-12-29,15067.9,15067.9,15067.9,15067.9
1704,2017-12-30,15096.56,15096.56,15096.56,15096.56
1705,2017-12-31,13620.36,13620.36,13620.36,13620.36
1706,2018-01-01,14839.59,14839.59,14839.59,14839.59
1707,2018-01-02,14093.61,14093.61,14093.61,14093.61
1708,2018-01-03,15321.93,15321.93,15321.93,15321.93
1709,2018-01-04,15583.89,15583.89,15583.89,15583.89
1710,2018-01-05,15976.37,15976.37,15976.37,15976.37
1711,2018-01-06,18336.92,18336.92,18336.92,18336.92
1712,2018-01-07,18343.66,18343.66,18343.66,18343.66
1713,2018-01-08,17039.87,17039.87,17039.87,17039.87
1714,2018-01-09,15900.37,15900.37,15900.37,15900.37
1715,2018-01-10,15604.72,15604.72,15604.72,15604.72
1716,2018-01-11,15509.27,15509.27,15509.27,15509.27
1717,2018-01-12,14050.57,14050.57,14050.57,14050.57
1718,2018-01-13,14759.29,14759.29,14759.29,14759.29
1719,2018-01-14,15193.31,15193.31,15193.31,15193.31
1720,2018-01-15,14476.59,14476.59,14476.59,14476.59
1721,2018-01-16,14412.0,14412.0,14412.0,14412.0
1722,2018-01-17,11723.91,11723.91,11723.91,11723.91
1723,2018-01-18,11415.39,11415.39,11415.39,11415.39
1724,2018-01-19,11569.42,11569.42,11569.42,11569.42
1725,2018-01-20,11758.47,11758.47,11758.47,11758.47
1726,2018-01-21,13260.27,13260.27,13260.27,13260.27
1727,2018-01-22,11703.5,11703.5,11703.5,11703.5
1728,2018-01-23,10991.6,10991.6,10991.6,10991.6
1729,2018-01-24,10894.0,10894.0,10894.0,10894.0
1730,2018-01-25,11277.12,11277.12,11277.12,11277.12
1731,2018-01-26,11225.25,11225.25,11225.25,11225.25
1732,2018-01-27,11044.91,11044.91,11044.91,11044.91
1733,2018-01-28,11456.21,11456.21,11456.21,11456.21
1734,2018-01-29,11665.7,11665.7,11665.7,11665.7
1735,2018-01-30,11157.66,11157.66,11157.66,11157.66
1736,2018-01-31,11095.21,11095.21,11095.21,11095.21
1737,2018-02-01,9989.69,9989.69,9989.69,9989.69
1738,2018-02-02,10114.5,10114.5,10114.5,10114.5
1739,2018-02-03,9070.56,9070.56,9070.56,9070.56
1740,2018-02-04,8830.16,8830.16,8830.16,8830.16
1741,2018-02-05,8994.91,8994.91,8994.91,8994.91
1742,2018-02-06,8315.52,8315.52,8315.52,8315.52
1743,2018-02-07,6852.05,6852.05,6852.05,6852.05
1744,2018-02-08,7711.22,7711.22,7711.22,7711.22
1745,2018-02-09,7611.61,7611.61,7611.61,7611.61
1746,2018-02-10,8044.31,8674.76,7847.14,8672.57
1747,2018-02-11,8659.92,9088.97,8283.43,8590.21
1748,2018-02-12,8583.38,8583.38,7890.82,8064.69
1749,2018-02-13,8105.98,8920.31,8105.98,8845.22
1750,2018-02-14,8862.71,8884.21,8404.57,8531.09
1751,2018-02-15,8540.3,9451.62,8540.3,9449.7
1752,2018-02-16,9449.93,10144.58,9343.52,10138.05
1753,2018-02-17,10080.49,10274.9,9740.56,10162.74
1754,2018-02-18,10321.26,11075.9,10321.26,11030.75
