,date,open,high,low,close
2358,2019-10-15,8274.56,8369.85,8234.31,8347.35
2359,2019-10-16,8361.53,8404.1,8117.9,8175.86
2360,2019-10-17,8169.49,8186.7,7953.28,8010.3
2361,2019-10-18,8000.17,8130.26,7948.89,8079.93
2362,2019-10-19,8074.05,8115.4,7868.62,7957.31
2363,2019-10-20,7953.29,8063.97,7903.18,7949.8
2364,2019-10-21,7956.02,8271.72,7893.74,8208.36
2365,2019-10-22,8214.09,8279.54,8156.76,8220.92
2366,2019-10-23,8215.43,8291.24,8039.57,8045.29
2367,2019-10-24,8043.39,8063.64,7425.43,7468.53
2368,2019-10-25,7500.3,7522.28,7372.39,7433.92
2369,2019-10-26,7435.01,8682.69,7407.34,8652.03
2370,2019-10-27,8656.62,10081.04,8606.77,9217.24
2371,2019-10-28,9220.18,9699.48,9099.27,9502.02
2372,2019-10-29,9529.71,9827.49,9187.58,9239.9
2373,2019-10-30,9237.69,9528.31,9170.02,9407.16
2374,2019-10-31,9399.44,9399.44,9034.53,9171.87
2375,2019-11-01,9171.43,9330.61,8974.15,9151.82
2376,2019-11-02,9145.8,9261.78,9061.15,9233.41
2377,2019-11-03,9234.3,9362.02,9198.79,9302.83
2378,2019-11-04,9310.99,9361.45,9093.59,9204.29
2379,2019-11-05,9212.14,9476.6,9140.65,9378.95
2380,2019-11-06,9372.35,9437.17,9194.5,9300.37
2381,2019-11-07,9295.87,9405.51,9258.78,9340.05
2382,2019-11-08,9333.24,9360.09,9136.61,9221.07
2383,2019-11-09,9220.22,9253.95,8717.43,8795.9
2384,2019-11-10,8778.08,8891.71,8751.3,8809.78
2385,2019-11-11,8809.4,9079.97,8764.04,9043.67
2386,2019-11-12,9048.98,9065.6,8646.76,8729.92
2387,2019-11-13,8739.45,8844.6,8615.11,8806.75
2388,2019-11-14,8803.44,8809.82,8714.76,8770.78
2389,2019-11-15,8784.41,8793.02,8607.83,8652.03
2390,2019-11-16,8651.14,8749.71,8430.96,8480.44
2391,2019-11-17,8480.3,8539.85,8456.34,8496.38
2392,2019-11-18,8500.14,8610.96,8427.16,8508.5
2393,2019-11-19,8504.49,8505.77,8148.82,8202.83
2394,2019-11-20,8199.15,8229.99,8047.16,8138.83
2395,2019-11-21,8133.59,8185.4,8056.8,8095.87
2396,2019-11-22,8094.46,8115.34,7568.67,7632.49
2397,2019-11-23,7650.29,7701.17,6912.76,7293.01
2398,2019-11-24,7292.8,7336.91,7124.19,7309.69
2399,2019-11-25,7331.16,7331.16,6935.74,6935.74
2400,2019-11-26,6944.16,7314.71,6576.12,7118.26
2401,2019-11-27,7117.34,7290.1,7052.08,7157.68
2402,2019-11-28,7157.7,7605.55,6879.98,7483.75
2403,2019-11-29,7487.69,7627.94,7401.54,7438.62
2404,2019-11-30,7422.14,7785.19,7422.14,7720.87
2405,2019-12-01,7722.93,7778.08,7487.54,7556.4
2406,2019-12-02,7554.98,7554.98,7281.2,7405.81
2407,2019-12-03,7404.33,7412.0,7208.25,7308.98
2408,2019-12-04,7318.68,7384.1,7248.52,7286.08
2409,2019-12-05,7286.29,7550.93,7121.58,7209.97
2410,2019-12-06,7188.43,7450.88,7177.87,7373.78
2411,2019-12-07,7385.03,7530.92,7332.56,7530.92
2412,2019-12-08,7529.13,7565.17,7480.11,7493.55
2413,2019-12-09,7497.45,7551.69,7393.93,7508.32
2414,2019-12-10,7507.97,7547.43,7325.99,7347.04
2415,2019-12-11,7358.1,7389.45,7194.89,7233.95
2416,2019-12-12,7226.02,7271.25,7154.18,7197.43
2417,2019-12-13,7197.79,7250.92,7119.07,7200.71
2418,2019-12-14,7207.68,7283.86,7196.46,7247.35
2419,2019-12-15,7248.3,7262.1,7024.56,7081.74
2420,2019-12-16,7080.31,7167.84,7034.93,7108.56
2421,2019-12-17,7120.32,7145.09,6861.59,6901.04
2422,2019-12-18,6899.13,6939.23,6596.95,6627.16
2423,2019-12-19,6627.93,7296.53,6475.28,7274.77
2424,2019-12-20,7271.56,7325.79,7039.57,7152.56
2425,2019-12-21,7156.45,7210.17,7097.69,7185.44
2426,2019-12-22,7189.83,7189.83,7124.87,7141.55
2427,2019-12-23,7141.52,7488.2,7129.03,7488.2
2428,2019-12-24,7486.26,7660.24,7286.29,7335.21
2429,2019-12-25,7334.91,7417.33,7198.85,7266.61
2430,2019-12-26,7268.86,7268.86,7139.23,7204.18
2431,2019-12-27,7208.81,7401.48,7174.62,7208.49
2432,2019-12-28,7195.76,7262.64,7092.69,7247.62
2433,2019-12-29,7254.12,7347.72,7244.19,7307.89
2434,2019-12-30,7304.13,7497.67,7284.59,7394.03
2435,2019-12-31,7394.43,7394.43,7233.93,7240.43
2436,2020-01-01,7223.33,7303.8,7148.47,7195.15
2437,2020-01-02,7193.96,7239.84,7174.58,7193.75
2438,2020-01-03,7194.41,7203.05,6953.31,6963.85
2439,2020-01-04,6963.31,7371.04,6891.25,7300.35
2440,2020-01-05,7319.41,7376.23,7269.76,7351.38
2441,2020-01-06,7348.62,7473.64,7330.32,7349.97
2442,2020-01-07,7350.06,7752.96,7349.44,7734.68
2443,2020-01-08,7734.45,8147.42,7734.45,8147.42
2444,2020-01-09,8138.67,8388.78,7899.66,8045.79
2445,2020-01-10,8027.56,8038.98,7778.17,7832.8
2446,2020-01-11,7826.99,8180.51,7688.29,8180.51
2447,2020-01-12,8151.94,8217.85,8002.02,8012.09
2448,2020-01-13,7983.41,8171.4,7972.94,8171.4
2449,2020-01-14,8160.01,8164.32,8054.45,8110.65
2450,2020-01-15,8099.45,8832.87,8099.13,8801.87
2451,2020-01-16,8795.71,8859.04,8570.39,8820.85
2452,2020-01-17,8821.03,8845.85,8585.49,8720.92
2453,2020-01-18,8737.33,8952.26,8660.3,8902.57
2454,2020-01-19,8883.98,8950.64,8805.15,8906.9
2455,2020-01-20,8905.12,9167.74,8544.89,8690.38
2456,2020-01-21,8690.27,8728.03,8524.91,8631.25
2457,2020-01-22,8631.41,8760.28,8515.56,8724.82
2458,2020-01-23,8718.03,8776.03,8613.93,8665.44
2459,2020-01-24,8665.85,8670.01,8310.85,8415.96
2460,2020-01-25,8415.12,8504.82,8238.24,8432.1
2461,2020-01-26,8431.4,8431.4,8285.25,8348.67
2462,2020-01-27,8346.73,8598.31,8310.78,8595.73
2463,2020-01-28,8597.06,8955.0,8564.29,8879.34
2464,2020-01-29,8878.39,9332.08,8878.39,9320.81
2465,2020-01-30,9336.81,9388.92,9228.95,9276.89
2466,2020-01-31,9276.19,9570.22,9184.93,9509.81
2467,2020-02-01,9505.25,9511.61,9204.19,9308.06
2468,2020-02-02,9311.96,9439.53,9285.88,9363.22
2469,2020-02-03,9357.81,9456.88,9204.42,9338.42
2470,2020-02-04,9321.98,9575.81,9240.22,9308.91
2471,2020-02-05,9303.21,9332.49,9085.8,9179.96
2472,2020-02-06,9182.73,9694.36,9160.11,9592.18
2473,2020-02-07,9585.98,9842.37,9513.03,9744.64
2474,2020-02-08,9757.21,9845.58,9726.36,9799.45
2475,2020-02-09,9806.27,9913.44,9641.16,9890.7
2476,2020-02-10,9889.45,10148.38,9889.05,10148.38
2477,2020-02-11,10156.02,10175.39,9771.54,9890.12
2478,2020-02-12,9880.45,10276.86,9717.91,10226.93
2479,2020-02-13,10228.71,10383.85,10210.85,10328.9
2480,2020-02-14,10328.39,10454.25,10113.01,10221.26
2481,2020-02-15,10223.05,10364.73,10118.42,10320.16
2482,2020-02-16,10317.51,10353.26,9840.68,9894.14
2483,2020-02-17,9896.24,10040.51,9666.52,9943.67
2484,2020-02-18,9934.92,9946.32,9493.63,9723.61
2485,2020-02-19,9722.14,10204.28,9604.33,10133.82
2486,2020-02-20,10155.32,10228.18,9580.01,9618.41
2487,2020-02-21,9625.62,9665.92,9483.53,9608.17
2488,2020-02-22,9601.62,9739.71,9578.06,9673.01
2489,2020-02-23,9668.09,9691.25,9562.29,9658.61
2490,2020-02-24,9656.0,9949.8,9653.46,9946.72
2491,2020-02-25,9946.6,9969.09,9517.12,9670.96
2492,2020-02-26,9665.38,9665.91,9311.3,9345.34
2493,2020-02-27,9332.97,9374.85,8687.11,8801.66
2494,2020-02-28,8806.42,8954.05,8575.79,8781.18
2495,2020-02-29,8816.64,8894.61,8468.46,8717.33
2496,2020-03-01,8724.31,8792.87,8552.99,8552.99
2497,2020-03-02,8547.97,8759.62,8456.63,8567.8
2498,2020-03-03,8517.42,8952.72,8504.61,8905.88
2499,2020-03-04,8912.01,8912.37,8649.94,8756.72
2500,2020-03-05,8752.8,8843.49,8692.54,8758.65
2501,2020-03-06,8766.14,9136.05,8766.14,9038.87
2502,2020-03-07,9047.88,9152.04,9008.53,9135.85
2503,2020-03-08,9128.44,9160.97,8864.91,8902.2
2504,2020-03-09,8910.02,8910.02,8041.37,8041.37
2505,2020-03-10,8050.87,8223.75,7697.08,7921.33
2506,2020-03-11,7954.51,8138.89,7785.01,7906.73
2507,2020-03-12,7905.67,7982.66,7620.77,7935.52
2508,2020-03-13,7939.24,7963.67,4795.52,5142.99
2509,2020-03-14,5154.34,5874.4,4249.6,5542.82
2510,2020-03-15,5553.14,5621.92,5138.66,5214.19
2511,2020-03-16,5205.29,5842.93,5160.25,5397.93
2512,2020-03-17,5354.9,5359.95,4550.8,5032.5
2513,2020-03-18,5054.12,5458.3,4995.44,5389.42
2514,2020-03-19,5314.73,5422.75,5036.93,5376.28
2515,2020-03-20,5372.69,6305.01,5264.7,6170.2
2516,2020-03-21,6136.49,6849.59,5784.79,6195.6
2517,2020-03-22,6213.61,6426.79,5951.22,6145.77
2518,2020-03-23,6171.23,6395.68,5820.76,5859.65
2519,2020-03-24,5848.04,6549.61,5766.32,6456.35
2520,2020-03-25,6469.06,6778.43,6365.2,6730.17
2521,2020-03-26,6740.4,6894.0,6507.91,6695.9
2522,2020-03-27,6701.07,6767.29,6584.36,6765.56
2523,2020-03-28,6784.95,6865.07,6373.23,6397.83
2524,2020-03-29,6403.78,6403.78,6099.81,6255.0
2525,2020-03-30,6264.74,6264.74,5911.38,5915.34
2526,2020-03-31,5905.52,6545.5,5905.52,6403.14
2527,2020-04-01,6403.14,6508.22,6334.39,6421.71
2528,2020-04-02,6419.49,6640.8,6179.92,6640.8
2529,2020-04-03,6638.92,7108.29,6569.15,6807.9
2530,2020-04-04,6767.37,6997.91,6628.92,6732.85
2531,2020-04-05,6733.29,6949.17,6684.1,6859.42
2532,2020-04-06,6859.59,6885.19,6701.19,6788.05
2533,2020-04-07,6778.67,7297.64,6778.47,7297.64
2534,2020-04-08,7280.01,7415.91,7106.18,7196.78
2535,2020-04-09,7197.92,7396.29,7166.14,7342.29
2536,2020-04-10,7339.04,7357.38,7155.32,7294.49
2537,2020-04-11,7294.22,7297.84,6798.85,6864.69
2538,2020-04-12,6864.73,6955.29,6779.92,6878.78
2539,2020-04-13,6880.9,7156.16,6803.61,6913.16
2540,2020-04-14,6907.73,6907.73,6674.2,6857.54
2541,2020-04-15,6865.12,6947.99,6779.08,6860.18
2542,2020-04-16,6857.63,6924.19,6617.73,6629.43
2543,2020-04-17,6628.93,7127.03,6554.15,7059.93
2544,2020-04-18,7059.93,7150.72,7008.56,7035.26
2545,2020-04-19,7034.29,7267.65,7034.29,7242.51
2546,2020-04-20,7238.07,7238.74,7085.14,7127.51
2547,2020-04-21,7127.11,7207.07,6807.73,6856.46
2548,2020-04-22,6851.6,6927.65,6812.24,6842.04
2549,2020-04-23,6843.03,7131.85,6830.2,7110.0
2550,2020-04-24,7105.68,7611.94,7039.01,7382.79
2551,2020-04-25,7392.49,7577.71,7392.49,7495.39
2552,2020-04-26,7498.29,7649.06,7463.65,7538.56
2553,2020-04-27,7538.73,7683.87,7530.75,7683.87
2554,2020-04-28,7702.3,7774.28,7650.75,7774.28
2555,2020-04-29,7775.9,7775.9,7675.7,7758.23
2556,2020-04-30,7750.21,8854.8,7740.15,8744.43
2557,2020-05-01,8736.57,9438.3,8487.37,8610.64
2558,2020-05-02,8640.02,9054.98,8640.02,8824.82
2559,2020-05-03,8824.78,8987.42,8775.1,8966.31
2560,2020-05-04,8962.04,9167.21,8794.51,8888.67
2561,2020-05-05,8891.76,8940.92,8585.04,8884.41
2562,2020-05-06,8880.29,9059.02,8799.72,9003.24
2563,2020-05-07,9003.57,9357.76,8925.62,9144.69
2564,2020-05-08,9099.5,9989.92,9099.5,9959.17
2565,2020-05-09,9922.86,10008.09,9724.25,9821.81
2566,2020-05-10,9816.48,9906.01,9565.08,9566.78
2567,2020-05-11,9555.96,9555.96,8429.73,8752.62
2568,2020-05-12,8752.68,9113.89,8303.46,8604.75
2569,2020-05-13,8601.94,8962.47,8578.21,8786.02
2570,2020-05-14,8788.47,9369.06,8788.47,9283.09
2571,2020-05-15,9289.84,9875.97,9254.72,9761.82
2572,2020-05-16,9796.49,9796.49,9212.17,9303.58
2573,2020-05-17,9309.3,9556.66,9265.86,9375.3
2574,2020-05-18,9338.52,9822.41,9336.61,9642.39
2575,2020-05-19,9666.33,9919.98,9538.61,9708.44
2576,2020-05-20,9714.58,9855.93,9526.61,9745.15
2577,2020-05-21,9760.2,9788.23,9429.11,9532.57
2578,2020-05-22,9526.51,9571.75,8854.54,9052.43
2579,2020-05-23,9060.05,9242.47,8981.0,9148.32
2580,2020-05-24,9153.34,9299.06,9108.76,9171.71
2581,2020-05-25,9170.36,9304.56,8728.01,8779.34
2582,2020-05-26,8731.85,8975.35,8688.24,8893.06
2583,2020-05-27,8883.74,8988.95,8732.82,8840.58
2584,2020-05-28,8839.13,9189.38,8821.87,9170.2
2585,2020-05-29,9174.12,9582.42,9102.77,9546.05
2586,2020-05-30,9546.03,9577.74,9350.51,9427.12
2587,2020-05-31,9427.02,9700.38,9345.16,9678.04
2588,2020-06-01,9677.95,9677.95,9416.26,9466.96
2589,2020-06-02,9453.18,10211.95,9418.61,10163.96
2590,2020-06-03,10167.93,10167.93,9382.08,9539.91
2591,2020-06-04,9515.24,9645.67,9431.5,9645.67
2592,2020-06-05,9645.23,9844.16,9512.73,9792.57
2593,2020-06-06,9776.55,9838.02,9637.84,9642.27
2594,2020-06-07,9636.97,9730.54,9567.29,9670.32
2595,2020-06-08,9662.86,9803.14,9450.4,9738.6
2596,2020-06-09,9742.76,9787.31,9662.63,9773.03
2597,2020-06-10,9773.3,9848.11,9623.74,9767.01
2598,2020-06-11,9767.14,9956.58,9717.88,9874.9
2599,2020-06-12,9885.96,9928.07,9252.22,9326.0
2600,2020-06-13,9317.7,9536.45,9247.18,9469.53
2601,2020-06-14,9469.6,9485.42,9379.75,9469.47
2602,2020-06-15,9470.83,9471.21,9279.0,9345.96
2603,2020-06-16,9334.2,9493.27,8959.1,9431.72
2604,2020-06-17,9426.91,9568.47,9387.4,9524.93
2605,2020-06-18,9523.07,9531.78,9287.02,9463.36
2606,2020-06-19,9460.75,9468.36,9298.65,9399.77
2607,2020-06-20,9394.75,9424.08,9268.97,9312.78
2608,2020-06-21,9321.94,9392.16,9261.39,9360.25
2609,2020-06-22,9360.74,9404.09,9294.87,9298.36
2610,2020-06-23,9298.53,9738.18,9294.22,9678.68
2611,2020-06-24,9678.71,9705.72,9580.54,9624.68
2612,2020-06-25,9624.24,9666.5,9237.38,9288.06
2613,2020-06-26,9290.68,9330.32,9061.2,9258.67
2614,2020-06-27,9258.25,9296.76,9078.64,9166.49
2615,2020-06-28,9150.77,9204.79,8923.1,9013.91
2616,2020-06-29,9029.79,9186.4,8964.34,9139.9
2617,2020-06-30,9133.24,9228.03,9036.84,9185.17
2618,2020-07-01,9185.76,9198.32,9080.43,9149.72
2619,2020-07-02,9139.51,9287.11,9107.18,9230.67
2620,2020-07-03,9230.78,9256.43,8989.76,9094.32
2621,2020-07-04,9086.49,9125.17,9062.16,9071.39
2622,2020-07-05,9061.53,9173.32,9058.61,9132.91
2623,2020-07-06,9137.07,9144.53,8953.22,9087.41
2624,2020-07-07,9086.76,9346.13,9063.12,9342.38
2625,2020-07-08,9336.68,9364.97,9215.17,9253.63
2626,2020-07-09,9256.85,9459.45,9232.02,9432.17
2627,2020-07-10,9431.6,9431.6,9178.19,9235.72
2628,2020-07-11,9232.79,9292.82,9135.24,9282.91
2629,2020-07-12,9285.55,9291.49,9187.07,9234.31
2630,2020-07-13,9234.65,9304.68,9179.38,9297.48
2631,2020-07-14,9305.58,9322.91,9213.88,9240.76
2632,2020-07-15,9241.6,9269.29,9149.1,9247.06
2633,2020-07-16,9250.33,9265.92,9176.8,9203.37
2634,2020-07-17,9199.28,9217.81,9054.65,9136.48
2635,2020-07-18,9134.07,9185.01,9094.57,9156.28
2636,2020-07-19,9155.17,9196.82,9127.46,9168.4
2637,2020-07-20,9171.16,9218.76,9106.67,9202.62
2638,2020-07-21,9203.95,9209.69,9143.17,9163.16
2639,2020-07-22,9160.04,9408.09,9160.04,9384.38
2640,2020-07-23,9386.3,9521.91,9301.37,9514.3
2641,2020-07-24,9517.84,9619.81,9463.45,9589.82
2642,2020-07-25,9593.93,9621.48,9470.46,9535.94
2643,2020-07-26,9541.32,9715.95,9531.83,9691.83
2644,2020-07-27,9696.22,10081.11,9653.21,9925.75
2645,2020-07-28,9927.22,11326.57,9920.32,10962.26
2646,2020-07-29,11043.5,11229.86,10626.71,10904.92
2647,2020-07-30,10907.62,11300.41,10849.45,11093.61
2648,2020-07-31,11100.32,11162.14,10920.21,11116.31
2649,2020-08-01,11095.67,11436.35,10977.94,11325.55
2650,2020-08-02,11344.97,11845.98,11238.91,11812.09
2651,2020-08-03,11803.59,12071.86,10956.98,11066.31
2652,2020-08-04,11069.45,11463.57,11019.46,11230.91
2653,2020-08-05,11252.17,11381.93,11060.59,11181.92
2654,2020-08-06,11194.9,11770.67,11131.96,11719.26
2655,2020-08-07,11747.24,11897.88,11581.44,11768.13
2656,2020-08-08,11766.21,11885.07,11394.55,11571.49
2657,2020-08-09,11597.34,11798.35,11550.33,11739.13
2658,2020-08-10,11761.84,11793.69,11534.05,11682.85
2659,2020-08-11,11689.72,12046.96,11658.77,11862.94
2660,2020-08-12,11884.58,11926.26,11168.78,11398.67
2661,2020-08-13,11397.76,11616.07,11225.68,11579.87
2662,2020-08-14,11565.94,11765.19,11326.24,11765.19
2663,2020-08-15,11817.16,11838.59,11648.4,11750.0
2664,2020-08-16,11777.39,11968.39,11746.72,11864.91
2665,2020-08-17,11851.63,11923.77,11715.17,11901.78
2666,2020-08-18,11910.9,12425.07,11783.84,12272.47
2667,2020-08-19,12263.64,12353.33,11887.58,11949.61
2668,2020-08-20,11952.93,12008.66,11651.76,11733.28
2669,2020-08-21,11773.17,11882.47,11674.37,11861.84
2670,2020-08-22,11858.19,11876.64,11505.86,11515.12
2671,2020-08-23,11518.83,11688.0,11397.82,11676.39
2672,2020-08-24,11675.64,11717.05,11527.85,11647.93
2673,2020-08-25,11645.82,11816.32,11596.38,11758.83
2674,2020-08-26,11756.17,11758.88,11172.98,11350.75
2675,2020-08-27,11319.69,11525.1,11263.48,11465.0
2676,2020-08-28,11457.81,11568.99,11140.14,11300.4
2677,2020-08-29,11327.95,11534.74,11283.58,11519.12
2678,2020-08-30,11538.38,11574.58,11436.93,11481.48
2679,2020-08-31,11463.66,11704.42,11463.66,11701.0
2680,2020-09-01,11710.44,11762.59,11574.4,11672.32
2681,2020-09-02,11648.52,12029.17,11563.0,11895.23
2682,2020-09-03,11899.3,11939.59,11230.03,11418.25
2683,2020-09-04,11389.88,11438.34,10024.74,10197.46
2684,2020-09-05,10193.13,10616.99,10022.15,10484.47
2685,2020-09-06,10481.28,10565.15,9917.52,10177.79
2686,2020-09-07,10182.2,10352.08,10013.65,10260.02
2687,2020-09-08,10257.28,10393.22,9901.08,10359.45
2688,2020-09-09,10360.49,10412.15,9917.05,10125.01
2689,2020-09-10,10134.46,10333.43,9998.05,10230.15
2690,2020-09-11,10219.52,10466.47,10219.52,10342.16
2691,2020-09-12,10344.88,10390.4,10217.17,10378.22
2692,2020-09-13,10384.85,10483.75,10284.82,10439.38
2693,2020-09-14,10439.17,10561.83,10237.63,10328.87
2694,2020-09-15,10322.35,10735.01,10281.99,10661.1
2695,2020-09-16,10670.98,10930.65,10640.14,10787.58
2696,2020-09-17,10790.81,11082.34,10687.19,10952.25
2697,2020-09-18,10941.42,11040.04,10752.1,10938.0
2698,2020-09-19,10946.94,11023.92,10834.55,10927.15
2699,2020-09-20,10931.06,11148.52,10897.13,11084.0
2700,2020-09-21,11084.1,11084.1,10785.6,10923.33
2701,2020-09-22,10919.54,10984.72,10353.83,10439.52
2702,2020-09-23,10431.87,10575.15,10365.48,10527.59
2703,2020-09-24,10533.15,10534.99,10154.93,10223.78
2704,2020-09-25,10232.24,10786.87,10219.31,10726.53
2705,2020-09-26,10732.26,10750.61,10562.95,10681.99
2706,2020-09-27,10684.79,10756.99,10653.01,10743.19
2707,2020-09-28,10728.6,10791.81,10623.48,10765.3
2708,2020-09-29,10834.89,10935.9,10672.03,10672.03
2709,2020-09-30,10701.57,10849.43,10647.31,10837.52
2710,2020-10-01,10839.06,10839.06,10674.49,10770.88
2711,2020-10-02,10811.77,10898.75,10482.02,10627.98
2712,2020-10-03,10614.05,10662.46,10420.55,10572.67
2713,2020-10-04,10570.13,10592.27,10510.64,10546.66
2714,2020-10-05,10528.65,10696.19,10525.4,10670.7
2715,2020-10-06,10667.67,10784.95,10633.08,10784.95
2716,2020-10-07,10786.36,10794.76,10541.05,10605.96
2717,2020-10-08,10594.11,10679.87,10562.72,10668.01
2718,2020-10-09,10672.16,10929.16,10552.77,10888.67
2719,2020-10-10,10918.68,11095.4,10840.1,11063.25
2720,2020-10-11,11056.69,11449.37,11051.39,11286.54
2721,2020-10-12,11296.8,11421.5,11280.24,11377.81
2722,2020-10-13,11366.48,11696.64,11251.51,11543.18
2723,2020-10-14,11533.68,11560.17,11325.74,11426.11
2724,2020-10-15,11429.39,11538.11,11298.59,11435.57
2725,2020-10-16,11430.41,11575.75,11288.11,11495.58
2726,2020-10-17,11499.16,11537.36,11235.44,11319.1
2727,2020-10-18,11317.89,11401.78,11282.06,11365.81
2728,2020-10-19,11364.04,11495.9,11350.55,11495.9
2729,2020-10-20,11509.09,11808.12,11425.36,11752.15
2730,2020-10-21,11750.92,12004.41,11690.75,11908.71
2731,2020-10-22,11913.87,13243.91,11897.06,12806.44
2732,2020-10-23,12807.2,13161.84,12694.2,12951.04
2733,2020-10-24,12961.59,13010.09,12755.89,12928.07
2734,2020-10-25,12929.76,13150.16,12884.48,13106.05
2735,2020-10-26,13104.7,13324.07,12905.79,13021.41
2736,2020-10-27,13022.85,13203.1,12810.79,13060.79
2737,2020-10-28,13062.81,13760.58,13052.96,13655.19
2738,2020-10-29,13631.65,13843.6,12901.78,13283.0
2739,2020-10-30,13275.88,13620.43,12996.52,13441.88
2740,2020-10-31,13448.38,13649.73,13145.09,13537.17
2741,2020-11-01,13549.54,13989.58,13441.43,13778.64
2742,2020-11-02,13740.61,13858.35,13621.6,13720.36
2743,2020-11-03,13750.98,13799.5,13245.09,13558.36
2744,2020-11-04,13538.65,14032.08,13321.8,13989.98
2745,2020-11-05,14013.13,14212.89,13568.27,14101.72
2746,2020-11-06,14131.53,15701.77,14095.43,15553.33
2747,2020-11-07,15570.11,15926.75,15250.46,15548.31
2748,2020-11-08,15557.1,15736.86,14535.78,14818.46
2749,2020-11-09,14815.75,15638.15,14738.72,15496.32
2750,2020-11-10,15478.62,15827.03,14866.0,15335.34
2751,2020-11-11,15308.36,15434.18,15114.32,15278.71
2752,2020-11-12,15305.1,15922.53,15286.57,15686.91
2753,2020-11-13,15680.22,16310.57,15526.82,16265.15
2754,2020-11-14,16275.64,16461.04,16009.19,16326.81
2755,2020-11-15,16324.19,16324.19,15739.43,16095.56
2756,2020-11-16,16069.74,16132.26,15810.51,15984.67
2757,2020-11-17,15966.88,16854.95,15892.42,16714.4
2758,2020-11-18,16707.98,17814.21,16571.43,17651.82
2759,2020-11-19,17654.61,18376.51,17350.14,17829.93
2760,2020-11-20,17807.15,18120.35,17400.5,17819.76
2761,2020-11-21,17823.0,18768.22,17775.27,18628.81
2762,2020-11-22,18657.73,18946.22,18488.25,18689.53
2763,2020-11-23,18649.91,18698.71,17710.85,18390.61
2764,2020-11-24,18420.95,18710.21,18029.3,18360.69
2765,2020-11-25,18311.66,19334.85,18144.47,19091.52
2766,2020-11-26,19114.89,19298.51,18676.0,18753.29
2767,2020-11-27,18732.22,18864.99,16368.68,17138.03
2768,2020-11-28,17183.05,17461.93,16540.01,17140.28
2769,2020-11-29,17149.12,17854.65,16917.83,17718.97
2770,2020-11-30,17725.46,18307.43,17544.75,18169.95
2771,2020-12-01,18192.65,19799.03,18192.65,19609.52
2772,2020-12-02,19615.04,19832.27,18338.09,18857.42
2773,2020-12-03,18838.82,19319.79,18409.53,19208.4
2774,2020-12-04,19225.05,19571.13,18962.71,19435.2
2775,2020-12-05,19417.98,19500.11,18643.98,18711.23
2776,2020-12-06,18697.27,19161.6,18591.11,19139.11
2777,2020-12-07,19157.02,19383.78,18892.36,19325.55
2778,2020-12-08,19356.89,19392.1,18947.15,19198.81
